Cod	Secc	Curso	Tipo	Horario	Aula	Docente
IF372	A	ELECTROMAGNETISMO PARA INGENIERIA	TEORIA	LU 8-10	J3-162A	PEREZ COLLANTES, RAFAEL DIEGO
IF372	A	ELECTROMAGNETISMO PARA INGENIERIA	TEORIA	MI 14-16	J3-162A	PEREZ COLLANTES, RAFAEL DIEGO
IF372	A	ELECTROMAGNETISMO PARA INGENIERIA	PRACTICA	MA 16-18	J3-232	ADRIANO PEÑA, ROLANDO WILDER
IF392	A	CALCULO NUMERICO II	TEORIA	JU 8-11	R1-125A	RAMOS APESTEGUI, PIERRE
IF392	A	CALCULO NUMERICO II	PRACTICA	JU 12-15	SALA 2	RAMOS APESTEGUI, PIERRE
IF3A2	A	INGENIERIA ECONOMICA	TEORIA	JU 10-12	SALA 1	CERVANTES GRUNDY, CARLOS JAIME
IF3B2	A	PROCESAMIENTO DE SEÑALES Y DATOS	TEORIA	LU 16-18	R1-125B	COMINA BELLIDO, GERMAN YURI
IF3B2	A	PROCESAMIENTO DE SEÑALES Y DATOS	LABORATORIO	MI 17-20	SALA 1	SÁNCHEZ RODAS, LUIS ALBERTO
IF3B3	A	INTRODUCCION A PYTHON PARA INGENIERIA FISICA	LABORATORIO	MI 10-13	SALA 3	COMINA BELLIDO, GERMAN YURI
IF411	A	MECANICA CUANTICA	TEORIA	LU 10-13	J3-222	PEREZ COLLANTES, RAFAEL DIEGO
IF411	A	MECANICA CUANTICA	TEORIA	VI 12-15	R1-411	PEREZ COLLANTES, RAFAEL DIEGO
IF411	A	MECANICA CUANTICA	PRACTICA	JU 16-19	J3-152	HUAMÁN AGUIRRE, ARNOLD ANTHONY
IF462	A	TEORIA DE CONTROL	TEORIA	LU 16-18	R1-125A	SÁNCHEZ RODAS, LUIS ALBERTO
IF462	A	TEORIA DE CONTROL	TEORIA	JU 16-18	R1-125A	SÁNCHEZ RODAS, LUIS ALBERTO
IF462	A	TEORIA DE CONTROL	PRACTICA	MA 14-16	R1-125B	SÁNCHEZ RODAS, LUIS ALBERTO
IF471	A	SISTEMAS DIGITALES	TEORIA	LU 14-15	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	A	SISTEMAS DIGITALES	LABORATORIO	LU 15-16	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	A	SISTEMAS DIGITALES	LABORATORIO	LU 16-18	R2-323	ADRIANO PEÑA, ROLANDO WILDER
IF471	A	SISTEMAS DIGITALES	LABORATORIO	MI 14-16	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	A	SISTEMAS DIGITALES	LABORATORIO	MI 16-18	R2-323	ADRIANO PEÑA, ROLANDO WILDER
IF471	B	SISTEMAS DIGITALES	TEORIA	MI 8-9	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	B	SISTEMAS DIGITALES	LABORATORIO	MI 9-12	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	B	SISTEMAS DIGITALES	LABORATORIO	VI 8-12	R2-323	CASTILLO OCAÑA, GUIDO JUVENAL
IF471	B	SISTEMAS DIGITALES	LABORATORIO	VI 9-12	R2-323	CARPIO DEZA, EDWARD ARSENIO
IF482	A	INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES	TEORIA	MA 8-10	R1-125A	SOLIS VELIZ, JOSÉ LUIS
IF482	A	INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES	TEORIA	JU 8-10	R3-123B	SOLIS VELIZ, JOSÉ LUIS
IF482	A	INTRODUCCION A LA CIENCIA E INGENIERIA DE LOS MATERIALES	PRACTICA	VI 14-16	R1-450	LUYO CAYCHO, CLEMENTE ALFREDO
IF492	A	INGENIERIA SOLAR	TEORIA	MA 10-12	R1-125A	MOLINA FUERTES, JUAN OMAR
IF492	A	INGENIERIA SOLAR	TEORIA	MA 16-18	R3-123B	MOLINA FUERTES, JUAN OMAR
IF492	A	INGENIERIA SOLAR	PRACTICA	LU 14-16	R3-123B	MOLINA FUERTES, JUAN OMAR
IF4A1	A	MECANICA DE FLUIDOS	TEORIA	VI 16-18	R3-123C	PAUCARCHUCO MUZURRIETA, CARLOS RAÚL
IF4A1	A	MECANICA DE FLUIDOS	PRACTICA	VI 18-19	R3-123B	PAUCARCHUCO MUZURRIETA, CARLOS RAÚL
IF4A2	A	TALLER DE PROYECTO DE INVESTIGACION I	TEORIA	LU 8-10	R1-250B	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IF4A2	A	TALLER DE PROYECTO DE INVESTIGACION I	LABORATORIO	LU 10-12	R1-240B	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IF4B2	A	INTRODUCCION A LA INGENIERIA FISICA	TEORIA	JU 16-18	R1-192	GUTARRA ESPINOZA, ABEL AURELIO
IF4C1	A	MECANICA DE FLUIDOS Y TRANSFERENCIA DE CALOR	TEORIA	LU 8-10	R1-125B	PAUCARCHUCO MUZURRIETA, CARLOS RAÚL
IF4C1	A	MECANICA DE FLUIDOS Y TRANSFERENCIA DE CALOR	TEORIA	VI 16-18	R1-125B	PAUCARCHUCO MUZURRIETA, CARLOS RAÚL
IF4C1	A	MECANICA DE FLUIDOS Y TRANSFERENCIA DE CALOR	PRACTICA	JU 14-16	R1-125B	PAUCARCHUCO MUZURRIETA, CARLOS RAÚL
IF511	A	PROYECTO DE INSTRUMENTACION ELECTRONICA	PRACTICA	SA 14-16	R9-275	DÍAZ ROSADO, JOSÉ CARLOS
IF511	A	PROYECTO DE INSTRUMENTACION ELECTRONICA	PRACTICA	SA 14-16	R9-275	RAMOS APESTEGUI, PIERRE
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	SOLIS VELIZ, JOSÉ LUIS
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	GUTARRA ESPINOZA, ABEL AURELIO
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	ESTRADA LÓPEZ, WALTER FRANCISCO
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	COMINA BELLIDO, GERMAN YURI
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	QUINTANA CACEDA, MARÍA ESTHER
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	GÓMEZ LEÓN, MÓNICA MARCELA
IF543	A	TALLER DE PROYECTO DE INVESTIGACION II	PRACTICA	DO 20-22	R1-430	RAMOS APESTEGUI, PIERRE
IF562	A	TECNICAS FISICAS PARA LA INDUSTRIA	TEORIA	JU 8-10	R1-192	GUTARRA ESPINOZA, ABEL AURELIO
IF562	A	TECNICAS FISICAS PARA LA INDUSTRIA	LABORATORIO	MA 8-12	R1-192	GUTARRA ESPINOZA, ABEL AURELIO
IF5A2	A	TECNICAS FISICAS PARA LA INDUSTRIA	TEORIA	JU 8-10	R1-192	GUTARRA ESPINOZA, ABEL AURELIO
IF5A2	A	TECNICAS FISICAS PARA LA INDUSTRIA	LABORATORIO	MA 8-12	R1-192	GUTARRA ESPINOZA, ABEL AURELIO
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	MOLINA FUERTES, JUAN OMAR
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	DÍAZ ROSADO, JOSÉ CARLOS
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	QUINTANA CACEDA, MARÍA ESTHER
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	SOLIS VELIZ, JOSÉ LUIS
IF5T3	A	TALLER DE INVESTIGACION	PRACTICA	DO 14-16	R7-574	GÓMEZ LEÓN, MÓNICA MARCELA
IFE15	A	CIENCIA DE LOS MATERIALES	TEORIA	LU 10-12	R1-401	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IFE15	A	CIENCIA DE LOS MATERIALES	TEORIA	MA 10-12	R1-430	RODRIGUEZ RODRIGUEZ, JUAN MARTIN
IFE15	A	CIENCIA DE LOS MATERIALES	PRACTICA	VI 14-16	R1-421	RAMOS APESTEGUI, PIERRE
IFE18	A	LABORATORIO DE ENERGIA RENOVABLES	TEORIA	MA 9-12	CER UNI	HUAMÁN AGUIRRE, ARNOLD ANTHONY
IFE18	A	LABORATORIO DE ENERGIA RENOVABLES	TEORIA	MA 12-13	CER UNI	ROJAS ESTELA, OSWALDO
IFE18	A	LABORATORIO DE ENERGIA RENOVABLES	PRACTICA	JU 9-13	CER UNI	ROJAS ESTELA, OSWALDO
IFE23	A	TOPICOS ESPECIALES DE INGENIERIA FISICA II	TEORIA	JU 12-16	R3-209	MONTOYA ZAVALETA, MODESTO EDILBERTO
IFE23	A	TOPICOS ESPECIALES DE INGENIERIA FISICA II	PRACTICA	MI 14-16	R1-240B	MONTOYA ZAVALETA, MODESTO EDILBERTO
IFE24	A	TOPICOS ESPECIALES DE INGENIERIA FISICA III	TEORIA	MA 14-16	R1-192	ROJAS ESTELA, OSWALDO
IFE24	A	TOPICOS ESPECIALES DE INGENIERIA FISICA III	PRACTICA	MA 16-19	R1-125B	ROJAS ESTELA, OSWALDO
IFE25	A	TOPICOS ESPECIALES DE INGENIERIA FISICA IV	TEORIA	SA 10-11	R3-123B	DÍAZ ROSADO, JOSÉ CARLOS
IFE25	A	TOPICOS ESPECIALES DE INGENIERIA FISICA IV	PRACTICA	SA 11-14	R3-123B	DÍAZ ROSADO, JOSÉ CARLOS
IFE26	A	TOPICOS ESPECIALES DE INGENIERIA FISICA V	TEORIA	LU 14-17	SALA 1	LUYO CAYCHO, CLEMENTE ALFREDO
IFE26	A	TOPICOS ESPECIALES DE INGENIERIA FISICA V	PRACTICA	MI 14-16	R3-123B	CARPIO DEZA, EDWARD ARSENIO
IFE29	A	TOPICOS ESPECIALES DE INGENIERIA FISICA VIII	TEORIA	MA 11-13	R1-125B	LAURA CCAHUANA, DAMASO
IFE29	A	TOPICOS ESPECIALES DE INGENIERIA FISICA VIII	LABORATORIO	JU 8-10	R1-125B	LAURA CCAHUANA, DAMASO
